x,z,y
483.168,111.359,0.0
455.325,78.707,0.0
214.257,104.388,0.0
200.945,273.818,0.0
184.716,177.134,0.0
507.417,228.594,0.0
493.887,128.995,0.0
393.987,356.804,0.0
350.464,36.035,0.0
509.447,181.822,0.0
437.284,63.083,0.0
337.835,364.518,0.0
267.075,344.685,0.0
224.631,312.863,0.0
502.231,258.376,0.0
294.763,40.82,0.0
329.041,33.399,0.0
236.808,327.022,0.0
441.055,338.704,0.0
491.181,287.573,0.0
186.294,144.228,0.0
359.484,369.205,0.0
236.357,69.919,0.0
281.007,358.659,0.0
248.534,341.474,0.0
472.238,318.038,0.0
309.696,30.361,0.0
404.811,36.524,0.0
253.947,52.83,0.0
520.271,211.506,0.0
460.512,331.709,0.0
304.34,370.122,0.0
511.025,139.541,0.0
365.122,25.587,0.0
170.96,223.126,0.0
433.676,355.242,0.0
430.625,42.03,0.0
166.675,203.694,0.0
177.274,261.013,0.0
171.862,156.726,0.0
479.898,79.502,0.0
189.902,109.856,0.0
500.201,105.169,0.0
386.996,23.829,0.0
327.011,380.142,0.0
196.217,302.805,0.0
527.791,182.232,0.0
510.123,280.933,0.0
167.598,240.991,0.0
387.447,379.36,0.0
525.007,244.901,0.0
267.477,32.911,0.0
253.27,359.929,0.0
525.458,152.039,0.0
216.061,332.099,0.0
495.014,313.058,0.0
456.904,48.925,0.0
207.041,74.703,0.0
521.85,266.09,0.0
534.478,200.081,0.0
409.998,377.017,0.0
345.954,388.344,0.0
181.108,291.186,0.0
225.533,54.295,0.0
281.987,21.799,0.0
317.991,12.6,0.0
456.453,354.265,0.0
190.804,91.499,0.0
199.148,320.87,0.0
270.12,374.736,0.0
287.322,381.704,0.0
225.984,348.895,0.0
154.723,174.303,0.0
368.046,7.634,0.0
537.184,166.491,0.0
336.933,5.96,0.0
298.146,11.428,0.0
407.51,14.86,0.0
523.879,119.328,0.0
167.344,277.626,0.0
170.283,114.641,0.0
446.981,32.129,0.0
484.19,59.959,0.0
158.331,257.107,0.0
437.961,374.673,0.0
303.784,392.738,0.0
430.068,20.9,0.0
542.597,227.813,0.0
520.497,295.677,0.0
159.233,131.338,0.0
330.048,399.123,0.0
362.634,399.392,0.0
520.948,101.263,0.0
383.163,397.425,0.0
180.48,313.438,0.0
148.634,238.066,0.0
391.957,3.617,0.0
498.397,332.881,0.0
401.647,394.216,0.0
531.554,281.349,0.0
508.77,78.902,0.0
149.311,149.696,0.0
549.136,180.259,0.0
202.756,55.272,0.0
264.094,13.088,0.0
248.978,379.472,0.0
545.528,245.878,0.0
187.647,71.09,0.0
229.592,31.739,0.0
141.644,211.311,0.0
421.724,391.469,0.0
541.73,265.146,0.0
541.92,134.951,0.0
484.867,352.8,0.0
479.454,41.504,0.0
281.621,3.386,0.0
137.81,184.946,0.0
200.727,350.457,0.0
241.318,18.068,0.0
210.135,38.734,0.0
467.728,27.052,0.0
555.5,160.914,0.0
427.137,2.835,0.0
270.183,399.28,0.0
133.976,167.272,0.0
210.05,366.393,0.0
132.25,229.2,0.0
440.265,394.68,0.0
562.441,207.112,0.0
224.405,378.677,0.0
455.551,12.893,0.0
561.194,229.804,0.0
476.748,375.064,0.0
458.933,389.613,0.0
249.119,1.049,0.0
235.229,394.3,0.0
569.989,187.816,0.0
228.239,5.081,0.0
117.733,197.166,0.0
-1.851,403.353,0.0
-0.159,385.655,0.0
12.469,413.387,0.0
-19.102,395.42,0.0
16.979,387.608,0.0
-9.18,421.198,0.0
-26.036,413.924,0.0
-0.949,363.514,0.0
35.922,412.215,0.0
-25.416,370.031,0.0
-38.045,389.951,0.0
24.647,431.646,0.0
41.334,394.638,0.0
-20.004,436.822,0.0
8.748,441.143,0.0
-37.143,429.791,0.0
31.75,363.318,0.0
13.371,353.236,0.0
-47.967,414.168,0.0
45.393,377.355,0.0
-8.556,451.254,0.0
42.236,434.478,0.0
-16.396,344.643,0.0
-58.791,390.733,0.0
-35.846,447.929,0.0
28.706,454.398,0.0
63.434,403.915,0.0
9.763,464.163,0.0
-21.808,462.21,0.0
-48.869,355.58,0.0
-54.281,438.775,0.0
38.628,345.425,0.0
-60.144,370.324,0.0
-66.346,412.825,0.0
9.312,332.047,0.0
62.983,433.697,0.0
62.532,362.513,0.0
-12.337,327.36,0.0
-40.751,337.613,0.0
50.016,457.742,0.0
75.611,382.53,0.0
-71.532,430.597,0.0
-45.261,463.382,0.0
-75.93,377.843,0.0
81.305,401.815,0.0
20.587,479.786,0.0
-83.033,397.495,0.0
81.024,424.323,0.0
-63.301,343.081,0.0
-68.714,451.273,0.0
-15.494,484.473,0.0
32.314,320.036,0.0
57.571,335.66,0.0
-32.294,318.792,0.0
-33.083,481.641,0.0
78.656,442.998,0.0
-87.656,421.979,0.0
68.395,459.085,0.0
-12.788,310.272,0.0
81.926,357.923,0.0
-51.462,321.33,0.0
37.726,486.817,0.0
8.861,305.585,0.0
-84.048,350.112,0.0
-62.399,476.661,0.0
60.277,481.348,0.0
-4.669,501.659,0.0
27.465,301.899,0.0
13.428,501.22,0.0
-48.982,491.138,0.0
80.911,334.903,0.0
59.826,314.861,0.0
102.785,381.481,0.0
104.476,401.278,0.0
-104.795,409.09,0.0
-77.227,328.483,0.0
-105.246,387.901,0.0
-93.971,449.711,0.0
-44.359,303.241,0.0
100.417,361.341,0.0
100.868,441.899,0.0
2.096,289.864,0.0
85.534,471.974,0.0
77.528,317.424,0.0
-106.035,359.705,0.0
110.791,426.666,0.0
43.928,505.589,0.0
-15.043,286.348,0.0
-72.773,311.346,0.0
-72.322,491.894,0.0
26.451,514.06,0.0
100.361,461.209,0.0
50.354,293.477,0.0
-33.985,513.279,0.0
-92.166,474.318,0.0
-97.579,332.535,0.0
-117.874,420.319,0.0
-117.423,375.89,0.0
-52.477,508.69,0.0
120.262,412.508,0.0
97.26,327.848,0.0
-33.534,282.931,0.0
120.713,383.702,0.0
117.499,365.515,0.0
69.921,298.925,0.0
-116.521,440.728,0.0
-52.928,287.52,0.0
-124.978,404.232,0.0
-10.984,526.266,0.0
91.735,488.013,0.0
31.412,275.119,0.0
114.399,340.738,0.0
61.179,513.767,0.0
11.454,271.238,0.0
-91.264,307.928,0.0
-73.675,292.988,0.0
78.317,504.784,0.0
-113.421,465.505,0.0
-73.224,509.471,0.0
-5.571,268.089,0.0
89.142,300.117,0.0
10.665,534.078,0.0
-30.885,532.588,0.0
-130.559,361.219,0.0
-133.66,427.838,0.0
113.497,475.88,0.0
66.591,280.587,0.0
133.341,432.525,0.0
113.046,320.329,0.0
37.839,533.028,0.0
-110.207,483.692,0.0
124.885,459.695,0.0
-52.026,528.902,0.0
139.656,407.918,0.0
-120.129,326.676,0.0
-110.658,312.518,0.0
138.754,374.328,0.0
-141.778,400.107,0.0
-130.052,341.909,0.0
105.942,304.242,0.0
-99.383,504.002,0.0
-130.503,461.331,0.0
-56.649,266.844,0.0
56.669,265.745,0.0
136.949,349.721,0.0
-74.577,526.559,0.0
95.456,511.814,0.0
-39.849,257.543,0.0
-145.386,371.984,0.0
27.804,546.967,0.0
-22.541,251.952,0.0
-74.126,269.651,0.0
100.925,287.569,0.0
-92.054,520.529,0.0
39.53,252.856,0.0
14.273,248.169,0.0
117.105,497.753,0.0
132.778,475.807,0.0
-34.436,549.31,0.0
-150.009,434.893,0.0
-153.392,417.414,0.0
67.493,539.155,0.0
146.872,450.102,0.0
126.125,309.1,0.0
77.415,264.964,0.0
86.436,529.391,0.0
-134.957,478.468,0.0
-13.802,555.584,0.0
153.693,428.473,0.0
-7.376,243.482,0.0
158.147,411.336,0.0
158.598,391.904,0.0
5.253,558.685,0.0
-102.089,278.244,0.0
-126.895,495.703,0.0
-133.773,312.64,0.0
-69.616,543.842,0.0
-148.994,457.913,0.0
53.061,551.654,0.0
96.358,270.432,0.0
-162.352,396.864,0.0
-152.264,343.008,0.0
143.264,321.989,0.0
-112.575,519.553,0.0
135.709,494.067,0.0
-91.152,261.961,0.0
-127.346,293.867,0.0
-55.183,556.341,0.0
63.998,246.338,0.0
125.223,289.18,0.0
-162.525,359.095,0.0
-149.896,324.333,0.0
31.299,565.349,0.0
24.196,232.936,0.0
162.206,351.283,0.0
49.058,237.867,0.0
-55.634,239.869,0.0
168.521,376.671,0.0
-170.643,381.358,0.0
-171.094,414.851,0.0
103.011,537.91,0.0
-102.991,538.374,0.0
167.619,443.071,0.0
-26.769,571.086,0.0
154.99,477.833,0.0
159.388,330.607,0.0
-83.146,245.044,0.0
-155.309,482.52,0.0
16.19,575.211,0.0
-26.318,225.124,0.0
-173.349,435.65,0.0
82.377,556.634,0.0
135.145,514.939,0.0
-131.856,519.626,0.0
146.534,298.774,0.0
-149.615,301.825,0.0
66.478,566.13,0.0
-77.734,561.809,0.0
-168.388,462.503,0.0
-108.403,255.98,0.0
124.321,530.562,0.0
-167.937,333.707,0.0
179.458,421.32,0.0
118.909,263.792,0.0
-132.307,276.584,0.0
-94.873,554.779,0.0
46.746,576.261,0.0
-62.794,572.209,0.0
105.829,250.024,0.0
-1.061,215.75,0.0
170.776,470.314,0.0
89.48,238.331,0.0
-180.904,357.752,0.0
71.101,228.249,0.0
-148.882,511.936,0.0
186.561,403.231,0.0
-186.541,404.33,0.0
-1.512,586.709,0.0
176.639,338.785,0.0
144.166,279.416,0.0
99.966,559.466,0.0
52.159,218.094,0.0
185.659,363.392,0.0
-47.065,584.073,0.0
182.051,455.57,0.0
-130.954,259.496,0.0
-34.549,209.916,0.0
17.881,207.548,0.0
-193.194,386.827,0.0
190.169,437.603,0.0
164.01,296.211,0.0
172.129,490.723,0.0
-76.832,220.437,0.0
-125.091,549.994,0.0
154.088,520.407,0.0
-160.721,288.399,0.0
-143.639,534.541,0.0
-166.133,505.955,0.0
-192.292,445.415,0.0
-18.2,202.861,0.0
-57.889,210.672,0.0
122.517,555.95,0.0
-180.115,316.814,0.0
-112.011,563.762,0.0
197.837,381.651,0.0
167.224,507.371,0.0
-172.391,300.849,0.0
136.047,254.809,0.0
-29.926,596.962,0.0
-86.754,579.386,0.0
198.626,418.782,0.0
-198.606,420.026,0.0
-188.684,334.488,0.0
-106.599,230.592,0.0
38.233,203.495,0.0
112.482,233.741,0.0
23.294,599.305,0.0
-185.527,477.345,0.0
70.199,588.369,0.0
98.613,576.554,0.0
-203.455,401.889,0.0
64.787,205.985,0.0
-159.819,528.219,0.0
82.038,211.966,0.0
99.064,219.656,0.0
54.075,599.037,0.0
-148.543,256.664,0.0
147.774,545.014,0.0
-202.214,354.408,0.0
-66.91,596.181,0.0
-95.775,214.969,0.0
-141.665,554.12,0.0
-136.253,240.479,0.0
-210.333,379.796,0.0
-128.755,567.839,0.0
211.54,391.884,0.0
208.661,441.02,0.0
-210.953,436.187,0.0
-82.752,201.079,0.0
-84.386,598.744,0.0
83.451,599.286,0.0
-105.697,589.15,0.0
218.132,410.262,0.0
103.574,593.837,0.0
128.831,578.214,0.0
95.178,200.497,0.0
-124.189,216.434,0.0
-222.059,405.575,0.0
-122.888,586.494,0.0
-109.7,200.371,0.0
355.086,586.462,0.0
330.731,604.429,0.0
349.673,618.88,0.0
366.812,612.24,0.0
321.71,589.977,0.0
345.248,572.395,0.0
378.538,587.634,0.0
365.91,570.838,0.0
317.708,624.08,0.0
309.477,606.626,0.0
383.951,605.21,0.0
329.829,563.027,0.0
334.339,638.8,0.0
374.93,634.504,0.0
311.619,571.449,0.0
301.866,585.681,0.0
355.988,646.612,0.0
348.151,552.017,0.0
384.853,565.37,0.0
395.677,580.994,0.0
395.226,622.298,0.0
370.927,551.431,0.0
292.845,621.224,0.0
326.221,655.205,0.0
406.501,601.304,0.0
285.009,603.184,0.0
300.964,644.269,0.0
295.551,561.074,0.0
359.596,535.686,0.0
387.418,547.202,0.0
320.808,537.639,0.0
282.923,573.963,0.0
388.461,654.424,0.0
337.947,530.999,0.0
350.575,671.219,0.0
301.02,543.912,0.0
309.082,662.235,0.0
414.62,626.692,0.0
403.795,553.262,0.0
414.169,569.569,0.0
331.717,672.775,0.0
277.511,631.379,0.0
375.889,529.461,0.0
269.9,588.927,0.0
424.739,597.758,0.0
375.438,674.075,0.0
409.207,652.08,0.0
281.119,548.575,0.0
264.431,613.705,0.0
399.736,532.073,0.0
327.123,515.375,0.0
396.523,671.561,0.0
291.943,668.875,0.0
308.18,520.843,0.0
353.281,511.079,0.0
317.2,684.499,0.0
434.915,614.486,0.0
266.517,558.559,0.0
337.045,689.576,0.0
435.366,582.556,0.0
253.776,599.107,0.0
254.96,577.869,0.0
422.343,544.401,0.0
265.784,649.737,0.0
358.694,694.264,0.0
431.758,641.925,0.0
387.559,513.032,0.0
287.433,523.187,0.0
414.225,670.169,0.0
392.069,688.795,0.0
247.772,618.899,0.0
371.83,502.217,0.0
251.859,635.798,0.0
272.493,671.072,0.0
410.109,518.5,0.0
446.698,631.111,0.0
317.398,498.94,0.0
344.712,705.102,0.0
443.485,557.949,0.0
352.379,493.502,0.0
262.176,532.561,0.0
454.309,598.57,0.0
298.258,696.607,0.0
283.43,687.746,0.0
428.15,527.874,0.0
248.646,550.137,0.0
236.017,602.085,0.0
437.621,663.7,0.0
448.051,648.199,0.0
367.319,710.79,0.0
398.383,498.971,0.0
236.919,568.495,0.0
443.09,538.932,0.0
298.709,494.576,0.0
252.254,667.313,0.0
392.971,706.372,0.0
460.623,573.182,0.0
463.329,616.146,0.0
328.025,482.957,0.0
270.295,507.954,0.0
316.298,716.917,0.0
421.385,696.119,0.0
225.193,623.958,0.0
233.311,651.299,0.0
284.332,707.665,0.0
471.194,589.068,0.0
467.445,634.626,0.0
364.106,475.145,0.0
380.793,478.562,0.0
258.568,691.92,0.0
351.477,727.073,0.0
464.231,551.309,0.0
219.781,581.384,0.0
343.19,471.849,0.0
420.934,495.065,0.0
381.244,724.729,0.0
224.319,555.233,0.0
450.701,681.374,0.0
240.979,519.574,0.0
456.113,523.968,0.0
328.983,732.565,0.0
269.393,490.378,0.0
305.981,471.752,0.0
288.335,478.269,0.0
481.652,609.824,0.0
225.7,537.761,0.0
438.974,699.732,0.0
445.571,505.147,0.0
229.703,673.172,0.0
291.041,726.292,0.0
366.897,736.441,0.0
208.054,599.742,0.0
416.424,719.261,0.0
400.469,728.171,0.0
467.839,668.485,0.0
212.17,638.922,0.0
259.47,709.496,0.0
415.973,477.781,0.0
483.174,567.323,0.0
250.45,495.846,0.0
479.566,650.127,0.0
391.449,464.526,0.0
489.488,591.93,0.0
206.701,563.71,0.0
319.906,457.568,0.0
235.623,694.776,0.0
212.565,657.939,0.0
309.984,742.306,0.0
370.42,452.881,0.0
445.289,488.034,0.0
228.801,506.782,0.0
493.096,632.551,0.0
482.779,535.808,0.0
340.653,448.976,0.0
197.23,627.864,0.0
268.491,730.197,0.0
356.89,751.68,0.0
195.172,580.084,0.0
466.486,694.947,0.0
389.363,746.993,0.0
501.215,607.944,0.0
190.916,600.132,0.0
417.326,460.693,0.0
475.507,511.762,0.0
200.838,541.935,0.0
335.241,756.367,0.0
248.73,475.92,0.0
281.542,744.033,0.0
466.035,496.236,0.0
280.217,456.006,0.0
496.704,549.747,0.0
233.931,487.79,0.0
408.305,746.211,0.0
427.981,736.276,0.0
455.944,715.184,0.0
503.413,571.082,0.0
485.88,677.859,0.0
263.078,462.646,0.0
191.423,644.391,0.0
240.528,721.605,0.0
402.893,448.194,0.0
497.437,658.549,0.0
437.17,464.99,0.0
312.408,759.247,0.0
222.487,705.981,0.0
360.103,437.38,0.0
446.191,729.416,0.0
186.857,561.757,0.0
204.446,682.546,0.0
294.649,443.507,0.0
203.995,514.496,0.0
251.352,737.228,0.0
294.198,759.784,0.0
179.189,618.49,0.0
178.738,584.802,0.0
514.35,587.756,0.0
374.028,766.912,0.0
475.056,710.668,0.0
351.083,769.769,0.0
385.755,432.962,0.0
495.351,513.715,0.0
512.039,648.565,0.0
455.38,465.82,0.0
323.063,428.567,0.0
518.353,623.177,0.0
266.686,754.804,0.0
239.626,461.474,0.0
171.466,602.329,0.0
508.431,531.389,0.0
323.514,774.724,0.0
501.186,686.128,0.0
177.893,544.791,0.0
183.249,669.559,0.0
272.099,438.039,0.0
183.7,526.702,0.0
489.996,493.624,0.0
522.863,568.885,0.0
348.32,420.756,0.0
306.376,425.15,0.0
473.703,727.756,0.0
168.816,632.063,0.0
205.348,712.621,0.0
169.267,564.198,0.0
210.761,480.222,0.0
420.088,434.548,0.0
193.819,697.748,0.0
432.66,759.491,0.0
172.875,653.252,0.0
234.213,743.868,0.0
474.154,469.286,0.0
401.709,425.687,0.0
529.178,596.617,0.0
513.843,673.953,0.0
247.744,445.07,0.0
221.585,464.599,0.0
341.555,784.098,0.0
413.718,771.6,0.0
287.941,424.881,0.0
293.747,777.068,0.0
457.297,748.091,0.0
186.349,506.343,0.0
161.149,588.805,0.0
396.128,778.923,0.0
442.583,440.383,0.0
506.176,499.654,0.0
386.262,414.726,0.0
193.622,487.253,0.0
156.639,613.022,0.0
506.627,703.638,0.0
531.433,652.764,0.0
313.874,409.453,0.0
367.714,792.301,0.0
531.884,544.279,0.0
539.1,620.833,0.0
273.001,779.411,0.0
523.765,521.234,0.0
211.663,740.353,0.0
265.164,422.342,0.0
452.505,764.569,0.0
465.133,443.898,0.0
175.13,695.728,0.0
478.664,745.04,0.0
519.763,692.823,0.0
312.239,794.156,0.0
540.002,562.245,0.0
243.234,769.256,0.0
503.921,479.441,0.0
181.896,711.449,0.0
228.745,760.224,0.0
164.757,680.984,0.0
412.816,411.479,0.0
329.237,799.032,0.0
503.47,723.85,0.0
226.997,439.211,0.0
387.953,796.06,0.0
242.783,427.786,0.0
494.055,463.061,0.0
193.34,731.125,0.0
201.74,459.521,0.0
548.12,584.509,0.0
536.394,670.047,0.0
424.542,787.223,0.0
153.933,665.36,0.0
407.403,793.863,0.0
143.193,591.143,0.0
470.546,761.444,0.0
441.681,780.192,0.0
496.535,739.401,0.0
143.616,568.617,0.0
294.368,799.868,0.0
436.268,412.651,0.0
288.307,400.219,0.0
551.728,637.629,0.0
140.402,645.44,0.0
204.531,756.751,0.0
482.272,437.258,0.0
275.256,799.624,0.0
558.043,615.365,0.0
259.076,793.594,0.0
132.284,620.052,0.0
244.136,410.698,0.0
471.448,421.635,0.0
562.637,572.785,0.0
214.82,773.845,0.0
127.323,602.769,0.0
473.195,778.581,0.0
453.407,406.011,0.0
567.965,589.586,0.0
452.956,797.281,0.0
235.115,796.206,0.0
680.94,394.053,0.0
686.353,411.63,0.0
702.589,389.366,0.0
707.776,407.821,0.0
675.979,376.77,0.0
723.674,398.569,0.0
701.687,430.768,0.0
675.416,429.328,0.0
719.622,378.761,0.0
659.179,411.752,0.0
696.275,363.978,0.0
657.488,380.383,0.0
677.332,359.682,0.0
731.454,420.613,0.0
689.179,444.184,0.0
718.826,438.19,0.0
741.377,396.397,0.0
713.414,354.995,0.0
736.641,376.575,0.0
642.153,406.161,0.0
668.312,446.001,0.0
648.467,428.425,0.0
707.438,452.08,0.0
659.743,356.85,0.0
640.236,385.973,0.0
692.216,342.789,0.0
750.397,410.849,0.0
692.667,460.844,0.0
742.279,436.237,0.0
639.447,364.759,0.0
726.831,454.716,0.0
629.525,418.27,0.0
761.221,384.289,0.0
758.804,426.95,0.0
650.046,457.816,0.0
738.67,344.058,0.0
624.113,376.477,0.0
715.218,330.388,0.0
673.724,470.608,0.0
753.103,356.557,0.0
678.911,326.58,0.0
617.798,400.693,0.0
769.34,408.505,0.0
629.976,444.732,0.0
644.859,339.371,0.0
661.892,328.766,0.0
706.197,478.42,0.0
744.083,461.625,0.0
758.515,449.126,0.0
724.809,477.091,0.0
733.709,326.775,0.0
697.177,314.764,0.0
611.484,427.644,0.0
607.545,386.084,0.0
684.549,486.232,0.0
634.035,465.921,0.0
772.722,437.506,0.0
608.44,365.565,0.0
626.255,337.638,0.0
777.007,364.271,0.0
782.306,380.993,0.0
782.757,422.298,0.0
676.043,308.114,0.0
661.096,488.185,0.0
643.957,480.763,0.0
762.123,331.95,0.0
606.748,445.318,0.0
724.802,308.149,0.0
790.086,403.037,0.0
756.711,473.733,0.0
595.248,407.724,0.0
708.452,498.633,0.0
614.528,463.407,0.0
726.042,495.996,0.0
655.684,305.0,0.0
605.17,347.183,0.0
744.872,489.088,0.0
708.001,297.579,0.0
628.397,318.768,0.0
751.073,314.081,0.0
776.337,461.541,0.0
683.083,504.028,0.0
588.933,381.945,0.0
686.127,293.77,0.0
799.445,387.633,0.0
785.576,342.496,0.0
790.988,450.688,0.0
583.521,423.738,0.0
799.396,433.98,0.0
801.587,368.763,0.0
643.344,501.942,0.0
627.721,493.653,0.0
668.876,288.229,0.0
807.225,415.926,0.0
735.964,292.11,0.0
657.262,512.499,0.0
774.301,313.495,0.0
572.697,401.865,0.0
784.674,477.639,0.0
577.883,364.076,0.0
690.412,520.506,0.0
718.946,282.091,0.0
632.231,294.454,0.0
587.58,463.089,0.0
570.78,384.02,0.0
816.245,399.131,0.0
603.817,314.276,0.0
588.031,334.294,0.0
806.323,351.089,0.0
690.863,276.096,0.0
722.208,520.31,0.0
763.927,503.417,0.0
754.907,289.767,0.0
797.303,326.482,0.0
599.532,487.501,0.0
575.403,451.079,0.0
566.383,426.472,0.0
779.938,495.313,0.0
626.819,511.229,0.0
674.626,528.024,0.0
642.604,279.514,0.0
818.951,434.284,0.0
745.436,519.724,0.0
818.5,363.099,0.0
662.9,272.191,0.0
808.803,464.066,0.0
643.055,524.118,0.0
727.846,267.503,0.0
615.092,287.033,0.0
601.061,296.86,0.0
830.452,387.511,0.0
658.051,535.079,0.0
570.667,468.753,0.0
553.754,377.649,0.0
560.068,350.698,0.0
834.737,414.266,0.0
757.162,272.483,0.0
704.393,256.958,0.0
814.441,323.748,0.0
576.305,315.936,0.0
549.018,395.323,0.0
775.203,281.858,0.0
603.366,513.182,0.0
554.656,442.486,0.0
717.811,542.598,0.0
625.917,271.409,0.0
585.325,499.121,0.0
573.944,486.27,0.0
618.369,526.695,0.0
665.162,255.116,0.0
562.436,330.022,0.0
803.617,301.875,0.0
682.745,252.271,0.0
645.761,259.301,0.0
698.981,548.725,0.0
744.534,259.594,0.0
543.381,413.485,0.0
804.068,500.586,0.0
836.09,447.173,0.0
819.853,481.935,0.0
783.772,520.994,0.0
545.417,361.551,0.0
744.985,543.257,0.0
792.792,284.689,0.0
597.954,280.002,0.0
669.214,552.631,0.0
837.668,345.328,0.0
767.535,537.789,0.0
845.448,363.417,0.0
580.815,288.986,0.0
636.741,547.944,0.0
685.119,559.895,0.0
546.087,464.261,0.0
839.36,465.555,0.0
532.0,397.509,0.0
556.798,313.422,0.0
729.65,242.897,0.0
733.322,556.819,0.0
826.168,307.734,0.0
551.386,480.983,0.0
541.802,337.516,0.0
714.992,562.494,0.0
706.761,236.281,0.0
563.451,501.562,0.0
615.994,545.601,0.0
531.203,431.94,0.0
621.181,251.587,0.0
658.841,238.502,0.0
772.948,255.395,0.0
808.691,518.284,0.0
858.641,393.663,0.0
842.404,327.654,0.0
592.316,532.809,0.0
859.317,418.758,0.0
647.002,561.834,0.0
857.175,437.628,0.0
784.117,542.124,0.0
525.791,373.743,0.0
759.417,555.756,0.0
558.264,295.626,0.0
635.613,239.088,0.0
604.162,253.773,0.0
801.362,267.015,0.0
587.129,264.379,0.0
754.005,238.991,0.0
664.478,570.305,0.0
527.595,349.136,0.0
688.157,226.883,0.0
520.153,414.071,0.0
830.678,505.37,0.0
825.265,287.814,0.0
568.187,521.384,0.0
700.785,574.113,0.0
801.813,536.617,0.0
864.955,365.931,0.0
629.412,564.08,0.0
843.306,492.481,0.0
860.896,344.742,0.0
681.962,576.983,0.0
513.952,389.098,0.0
748.142,570.501,0.0
538.42,308.515,0.0
